year,month,temp_max_mean,temp_min_mean,rain_sum,humidity_mean,radiation_sum,soil_0_7_mean,soil_7_28_mean
1994,3,29.53548387096774,20.29032258064516,14.6,71.2258064516129,595.21,0.21971774193548385,0.2870120967741935
1994,4,32.333333333333336,21.85666666666667,79.8,68.3,688.69,0.29657361111111114,0.31810277777777773
1994,5,29.970967741935485,22.23548387096774,201.7,79.2258064516129,592.74,0.4182956989247312,0.404135752688172
1994,6,28.44,21.663333333333334,138.3,80.7,537.7,0.44633888888888884,0.4354333333333333
1994,7,27.793548387096774,21.83225806451613,150.5,80.19354838709677,556.1800000000001,0.43624327956989245,0.4437110215053763
1994,8,28.47741935483871,21.870967741935484,125.2,78.93548387096774,574.74,0.4057768817204301,0.40360215053763443
1994,9,26.746666666666666,21.086666666666666,238.9,85.0,446.39,0.4671375,0.47751805555555554
1994,10,26.561290322580643,19.712903225806453,88.0,81.7741935483871,515.98,0.4414341397849462,0.44228763440860214
1994,11,26.153333333333332,19.446666666666665,7.1000000000000005,79.76666666666667,456.51,0.33065277777777774,0.39414999999999994
1994,12,25.47741935483871,18.751612903225805,48.4,81.16129032258064,436.65999999999997,0.34927419354838707,0.39089784946236555
1995,1,26.4741935483871,17.596774193548388,5.0,74.12903225806451,518.33,0.22317876344086016,0.3223669354838709
1995,2,28.635714285714283,17.625,1.2,67.46428571428571,584.1899999999999,0.20350446428571425,0.2930744047619047
1995,3,31.200000000000003,19.73225806451613,18.4,65.12903225806451,655.22,0.21901075268817202,0.2817634408602151
1995,4,33.79,21.706666666666667,8.5,59.63333333333333,725.25,0.20849999999999996,0.2788888888888889
1995,5,31.296774193548384,22.24516129032258,149.9,72.29032258064517,639.27,0.3508561827956989,0.35134005376344085
1995,6,29.94,22.246666666666666,133.0,78.43333333333334,579.43,0.4156875,0.39095416666666666
1995,7,28.416129032258063,21.206451612903226,167.7,80.74193548387096,579.54,0.45032123655913975,0.4482083333333333
1995,8,28.529032258064515,21.548387096774192,169.1,81.41935483870968,557.65,0.4522043010752688,0.4391155913978494
1995,9,27.146666666666665,21.146666666666665,209.6,84.76666666666667,440.68,0.47696944444444445,0.48045972222222216
1995,10,26.725806451612904,20.64516129032258,161.4,85.03225806451613,456.75,0.4604220430107527,0.4661532258064516
1995,11,24.73,19.19,143.0,84.2,376.98,0.4319236111111111,0.4494666666666667
1995,12,22.748387096774195,17.887096774193548,38.1,82.58064516129032,349.67,0.4285228494623656,0.4437352150537634
1996,1,24.68064516129032,16.28709677419355,35.1,76.51612903225806,514.1,0.30302419354838706,0.36462231182795696
1996,2,25.93103448275862,17.613793103448277,11.1,75.0,487.61,0.2615272988505747,0.329183908045977
1996,3,32.0,20.01290322580645,5.0,62.32258064516129,714.54,0.2008266129032258,0.29262903225806447
1996,4,29.666666666666668,21.06,123.7,77.1,601.87,0.37487777777777775,0.3550541666666666
1996,5,28.425806451612903,21.63225806451613,257.0,83.41935483870968,531.39,0.4609099462365591,0.44704704301075265
1996,6,28.586666666666666,21.459999999999997,133.9,81.7,579.13,0.4572208333333333,0.4628013888888889
1996,7,28.24516129032258,21.26451612903226,145.3,81.03225806451613,583.75,0.4643118279569892,0.4654784946236559
1996,8,28.60967741935484,21.229032258064517,140.4,81.12903225806451,586.94,0.44706182795698923,0.4542177419354838
1996,9,27.2,21.009999999999998,226.7,85.66666666666667,465.2,0.4787388888888888,0.48408611111111105
1996,10,27.177419354838708,20.700000000000003,146.8,84.09677419354838,496.75,0.46993951612903223,0.4750309139784946
1996,11,25.543333333333333,20.333333333333332,132.7,86.76666666666667,387.2,0.4557305555555555,0.4590666666666666
1996,12,23.193548387096776,18.13225806451613,157.1,85.03225806451613,347.17,0.4370913978494623,0.45669354838709675
1997,1,25.241935483870968,15.751612903225807,1.2,73.54838709677419,579.26,0.2792083333333333,0.37373924731182795
1997,2,27.317857142857143,19.053571428571427,15.799999999999999,75.60714285714286,468.86,0.2433318452380952,0.31562499999999993
1997,3,30.583870967741937,19.358064516129033,20.7,66.03225806451613,707.93,0.22340994623655913,0.291888440860215
1997,4,30.353333333333335,21.003333333333334,126.2,74.36666666666666,647.23,0.3532666666666666,0.3738402777777778
1997,5,28.770967741935483,21.532258064516128,217.8,81.41935483870968,555.8199999999999,0.44083467741935484,0.422885752688172
1997,6,29.403333333333332,21.796666666666667,88.4,77.16666666666667,627.57,0.3838097222222222,0.4009361111111111
1997,7,27.529032258064515,21.648387096774194,217.2,82.87096774193549,515.0,0.44443682795698924,0.4477795698924731
1997,8,27.23225806451613,21.838709677419356,173.1,82.7741935483871,525.76,0.4596841397849462,0.4656881720430107
1997,9,27.38,20.69,225.7,84.7,489.39,0.4710777777777777,0.47796527777777775
1997,10,27.458064516129035,20.16774193548387,125.6,84.19354838709677,530.94,0.4333077956989247,0.4434274193548387
1997,11,27.073333333333334,19.533333333333335,24.9,80.03333333333333,485.88,0.35013194444444445,0.40618194444444444
1997,12,27.67096774193548,18.76774193548387,3.1,74.2258064516129,518.36,0.2166599462365591,0.3175
1998,1,29.906451612903226,19.216129032258067,0.7,68.06451612903226,576.72,0.19827150537634405,0.290377688172043
1998,2,31.90357142857143,20.62142857142857,6.1000000000000005,62.892857142857146,581.01,0.20186309523809523,0.2819032738095238
1998,3,34.12580645161291,21.14516129032258,1.3,56.12903225806452,739.41,0.1973091397849462,0.2787137096774194
1998,4,33.416666666666664,22.573333333333334,47.8,63.86666666666667,663.62,0.2603236111111111,0.28003194444444446
1998,5,30.84193548387097,23.009677419354837,152.5,75.51612903225806,585.01,0.37908064516129025,0.3508534946236559
1998,6,30.08,22.386666666666667,125.7,78.1,585.08,0.4285722222222222,0.4110013888888889
1998,7,30.03548387096774,21.970967741935485,133.4,78.25806451612904,617.56,0.4280215053763441,0.41565591397849455
